브랜드,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
B002-00012,0.6333633065223694,0.6153144240379333,0.6081513166427612,0.6141109466552734,0.6159083247184753,0.6135201454162598,0.6123032569885254,0.6050332188606262,0.5954987406730652,0.6063492298126221,0.601507842540741,0.6047493815422058,0.611133337020874,0.6002548933029175,0.6076582670211792,0.5915817022323608,0.5834522247314453,0.598479151725769,0.5929384231567383,0.5996994972229004,0.599881649017334
B002-00013,2.3149356842041016,2.3171372413635254,2.287917137145996,2.3266048431396484,2.3344626426696777,2.3013131618499756,2.310478925704956,2.3209376335144043,2.3349924087524414,2.3316447734832764,2.331536293029785,2.3010032176971436,2.3148105144500732,2.3152666091918945,2.332854986190796,2.355160713195801,2.3384346961975098,2.354580879211426,2.3205223083496094,2.3173279762268066,2.32781982421875
B002-00015,39.335472106933594,40.829219818115234,41.30094909667969,40.178184509277344,40.098968505859375,39.830650329589844,40.60757064819336,41.87696075439453,43.142127990722656,41.13541030883789,43.02991485595703,41.15293884277344,40.53736114501953,41.81289291381836,41.6616096496582,44.342445373535156,43.53105163574219,41.940303802490234,41.990013122558594,41.96068572998047,42.355587005615234
B002-00016,0.061034489423036575,0.06258175522089005,0.06192098930478096,0.06306272000074387,0.06253761053085327,0.06061169132590294,0.06136583536863327,0.06288747489452362,0.06465771049261093,0.06369193643331528,0.06430395692586899,0.06207916513085365,0.062019847333431244,0.06219824030995369,0.06365610659122467,0.06619066745042801,0.0650038793683052,0.06536440551280975,0.06330457329750061,0.06281144171953201,0.06284098327159882
B002-00017,0.1530725210905075,0.1511157602071762,0.14874416589736938,0.1539834439754486,0.15415611863136292,0.15003710985183716,0.15035463869571686,0.1499643474817276,0.14950841665267944,0.15218256413936615,0.14927665889263153,0.14843739569187164,0.1499660462141037,0.14913637936115265,0.15003450214862823,0.14896893501281738,0.14873038232326508,0.15269383788108826,0.14887838065624237,0.14732249081134796,0.1495792418718338
B002-00018,5.504619598388672,5.603839874267578,5.608991622924805,5.561905860900879,5.540627479553223,5.5052690505981445,5.560471057891846,5.660421371459961,5.7373552322387695,5.612608909606934,5.725162982940674,5.603206157684326,5.569025993347168,5.63487434387207,5.65662145614624,5.817692756652832,5.756903648376465,5.683286190032959,5.662497520446777,5.660112380981445,5.682004928588867
B002-00020,0.10634032636880875,0.1045486330986023,0.10152103006839752,0.10565217584371567,0.10631795972585678,0.10429421812295914,0.1042218878865242,0.10463765263557434,0.10454058647155762,0.10521658509969711,0.10409929603338242,0.10313837230205536,0.10429009795188904,0.10432214289903641,0.1055234894156456,0.10464230924844742,0.10386981815099716,0.10678043216466904,0.10464485734701157,0.10446560382843018,0.10547827184200287
B002-00021,0.001670104917138815,0.0,0.0,0.003077554749324918,0.002231038175523281,0.0015980078605934978,0.0,0.0,0.0,0.0025909077376127243,0.0,0.0020248915534466505,0.0013847056543454528,0.0009419427951797843,0.0017953339265659451,0.0,0.0,0.0026029355358332396,0.0023694313131272793,0.0017054248601198196,0.0
B002-00022,0.14870618283748627,0.14743877947330475,0.14516609907150269,0.14960375428199768,0.14876370131969452,0.14581258594989777,0.14582182466983795,0.1451236456632614,0.14510442316532135,0.14693881571292877,0.14467856287956238,0.14445842802524567,0.1453705132007599,0.14426518976688385,0.14443355798721313,0.14360597729682922,0.14349855482578278,0.147147536277771,0.14385144412517548,0.14246824383735657,0.1443607360124588
B002-00024,0.13412781059741974,0.13354697823524475,0.1315377652645111,0.13614994287490845,0.13503167033195496,0.13198748230934143,0.13169355690479279,0.13164448738098145,0.13259461522102356,0.13468682765960693,0.13173316419124603,0.13133282959461212,0.1315913051366806,0.13095417618751526,0.13208915293216705,0.1315896362066269,0.13165298104286194,0.13524138927459717,0.13147740066051483,0.12974904477596283,0.13088567554950714
B002-00025,0.6261290311813354,0.637234091758728,0.6328582167625427,0.6335831880569458,0.6301974058151245,0.6206302642822266,0.6264561414718628,0.6415892839431763,0.651064395904541,0.6369117498397827,0.6476622819900513,0.6348878145217896,0.6308834552764893,0.635560929775238,0.6441577076911926,0.6589756011962891,0.6521730422973633,0.6503748893737793,0.6416822671890259,0.6405455470085144,0.6437616348266602
B002-00026,1.1019721031188965,1.1351288557052612,1.1373785734176636,1.1107181310653687,1.1058034896850586,1.0945169925689697,1.1182671785354614,1.1540504693984985,1.1765211820602417,1.125192642211914,1.171287178993225,1.1388627290725708,1.1204307079315186,1.1401516199111938,1.1469796895980835,1.2003719806671143,1.1834639310836792,1.1513721942901611,1.1485084295272827,1.1466411352157593,1.1637301445007324
B002-00027,0.0527377612888813,0.0,0.0,0.0820288434624672,0.06538990885019302,0.04701688140630722,0.0012787932064384222,0.0,0.0,0.069622702896595,0.0,0.05330879986286163,0.048410672694444656,0.02772139571607113,0.05418138578534126,0.0,0.0,0.07522419840097427,0.07179225981235504,0.04961954802274704,0.002240147441625595
B002-00028,0.09110445529222488,0.10170969367027283,0.10582724958658218,0.09516356885433197,0.09457483887672424,0.09383348375558853,0.10002538561820984,0.10731049627065659,0.11406835913658142,0.09976766258478165,0.11300449818372726,0.10379191488027573,0.09965726733207703,0.10624273121356964,0.10317280888557434,0.11889957636594772,0.11641138792037964,0.10634297877550125,0.10632375627756119,0.10511819273233414,0.11159191280603409
B002-00029,3.0654163360595703,3.061466693878174,3.041736602783203,3.07712984085083,3.069488525390625,3.049934148788452,3.043562889099121,3.0457441806793213,3.055473566055298,3.069976329803467,3.046048641204834,3.0467960834503174,3.0463783740997314,3.0435075759887695,3.0551114082336426,3.047208786010742,3.0464653968811035,3.075300693511963,3.047269582748413,3.0395970344543457,3.0413801670074463
B002-00030,1.046728491783142,1.0685226917266846,1.066346287727356,1.0441467761993408,1.0454930067062378,1.0401694774627686,1.0577058792114258,1.0847299098968506,1.0957612991333008,1.0549322366714478,1.093195915222168,1.070772409439087,1.0592694282531738,1.0748002529144287,1.0758464336395264,1.1134721040725708,1.1021852493286133,1.0738716125488281,1.0768342018127441,1.077359676361084,1.095512866973877
B002-00031,1.792478084564209,1.7875075340270996,1.7694448232650757,1.7954682111740112,1.7864625453948975,1.7742879390716553,1.7703512907028198,1.764251470565796,1.7669049501419067,1.77500319480896,1.7617392539978027,1.7648160457611084,1.7685960531234741,1.7618284225463867,1.7607239484786987,1.7541204690933228,1.7514004707336426,1.776625633239746,1.7560207843780518,1.752147912979126,1.7578327655792236
B002-00035,0.15667113661766052,0.15984830260276794,0.1569877713918686,0.157531276345253,0.15695412456989288,0.15369032323360443,0.15521357953548431,0.16095072031021118,0.16387148201465607,0.15836207568645477,0.16235992312431335,0.15878711640834808,0.15730398893356323,0.1587575227022171,0.16235846281051636,0.1664777398109436,0.1646089106798172,0.16360065340995789,0.16086852550506592,0.16038906574249268,0.16219407320022583
B002-00036,0.0036975827533751726,0.003838929580524564,0.003775233868509531,0.003966897260397673,0.004049305338412523,0.00400944659486413,0.003962223418056965,0.0038950773887336254,0.004281869623810053,0.004174604546278715,0.003996424376964569,0.004354475997388363,0.004273158498108387,0.0044252509251236916,0.004286148585379124,0.004136461764574051,0.004374515265226364,0.004696642514318228,0.0046591865830123425,0.0044519719667732716,0.004555361811071634
B002-00037,5.2551960945129395,5.297534942626953,5.249233245849609,5.2399468421936035,5.246329307556152,5.204038619995117,5.233619689941406,5.321255683898926,5.358245372772217,5.253506660461426,5.3372039794921875,5.28243350982666,5.261251926422119,5.291560173034668,5.334419250488281,5.403620719909668,5.371530532836914,5.332325458526611,5.310441017150879,5.312369346618652,5.350059509277344
B002-00038,2.498080253601074,2.484757900238037,2.4525296688079834,2.4908382892608643,2.477689266204834,2.4659857749938965,2.4577202796936035,2.44187593460083,2.4425244331359863,2.4508228302001953,2.435300588607788,2.4434974193573,2.4527199268341064,2.4415292739868164,2.4330801963806152,2.420898914337158,2.410698413848877,2.450504779815674,2.4225051403045654,2.4257607460021973,2.4311976432800293
B002-00039,0.6257056593894958,0.635169506072998,0.6231521964073181,0.6432536840438843,0.6333252787590027,0.6212813258171082,0.614920973777771,0.6218357086181641,0.6343278884887695,0.6451740264892578,0.6265509128570557,0.6259511113166809,0.6213199496269226,0.6194044947624207,0.632407546043396,0.6341285109519958,0.6320884227752686,0.6469629406929016,0.6263293027877808,0.6205602288246155,0.6157119870185852
B002-00040,0.24475398659706116,0.2465081512928009,0.240820050239563,0.24844808876514435,0.24601911008358002,0.2419467270374298,0.23965232074260712,0.24040482938289642,0.24330443143844604,0.24646960198879242,0.2405269742012024,0.2410859763622284,0.24127954244613647,0.2407936304807663,0.24225662648677826,0.24094676971435547,0.24075362086296082,0.24759981036186218,0.24058499932289124,0.23916327953338623,0.23867177963256836
B002-00042,0.0,0.0,0.0,0.00021502349409274757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B002-00043,1.4850459098815918,1.514599084854126,1.4927161931991577,1.480972409248352,1.4820235967636108,1.4630645513534546,1.4800115823745728,1.5217677354812622,1.5451292991638184,1.490382432937622,1.5381466150283813,1.5071848630905151,1.4937539100646973,1.5064501762390137,1.5282745361328125,1.5751603841781616,1.5541584491729736,1.5268231630325317,1.5177042484283447,1.5135115385055542,1.5321341753005981
B002-00044,21.04228973388672,20.560962677001953,19.85154914855957,21.397676467895508,21.658260345458984,21.515037536621094,20.72394561767578,20.27623748779297,20.710140228271484,21.62265968322754,19.651456832885742,21.556785583496094,21.539958953857422,21.517885208129883,21.80141258239746,19.822925567626953,20.696664810180664,22.34807586669922,22.57480239868164,21.969396591186523,21.5936222076416
B002-00045,0.0024503080639988184,0.0022259962279349566,0.0018749004229903221,0.0025793942622840405,0.0027366341091692448,0.00267786649055779,0.002310501877218485,0.0021015808451920748,0.0022733386140316725,0.0026952947955578566,0.001776236342266202,0.0026795556768774986,0.002668713452294469,0.0026828742120414972,0.002809160389006138,0.001853921334259212,0.0022766627371311188,0.0030443882569670677,0.0031761345453560352,0.002915089251473546,0.0027380757965147495
B002-00046,0.5941706299781799,0.6030499935150146,0.5845227241516113,0.6030773520469666,0.5986053943634033,0.5884058475494385,0.5839806795120239,0.5959576368331909,0.6018404364585876,0.6060943603515625,0.5974298715591431,0.5935530662536621,0.5924592614173889,0.592154324054718,0.6081737279891968,0.6087182760238647,0.6006814241409302,0.6118792295455933,0.5973045825958252,0.5976710915565491,0.5928574800491333
B002-00048,4.087845325469971,4.035857677459717,4.005279541015625,4.02722692489624,4.020784854888916,4.033290386199951,4.0255351066589355,3.978780746459961,3.9543867111206055,3.936851978302002,3.9618124961853027,3.973480701446533,4.001448631286621,3.9786248207092285,3.9358701705932617,3.920825481414795,3.884500026702881,3.9237875938415527,3.914073944091797,3.9484047889709473,3.9545788764953613
B002-00049,12.848992347717285,11.339414596557617,9.37818431854248,13.62773323059082,14.314587593078613,13.864388465881348,11.580338478088379,10.35709285736084,11.140389442443848,14.073633193969727,8.362831115722656,13.4885835647583,13.532818794250488,13.257357597351074,14.367691040039062,8.744708061218262,11.010634422302246,15.465877532958984,16.18278694152832,14.630534172058105,13.304329872131348
B002-00051,0.0153749268501997,0.016600217670202255,0.01693863607943058,0.015426949597895145,0.015488671138882637,0.015345229767262936,0.016368452459573746,0.017251068726181984,0.017740925773978233,0.015834426507353783,0.018089529126882553,0.016748853027820587,0.016393017023801804,0.01694149523973465,0.01662178337574005,0.01893363893032074,0.018332408741116524,0.01683308370411396,0.016753757372498512,0.01672503352165222,0.017608502879738808
B002-00052,0.30909624695777893,0.317428857088089,0.3111771047115326,0.30580851435661316,0.3084103465080261,0.3045480251312256,0.30967482924461365,0.31946662068367004,0.323415070772171,0.3092816174030304,0.32404500246047974,0.3146269619464874,0.31249475479125977,0.31684598326683044,0.32001638412475586,0.3338437080383301,0.32661131024360657,0.31738442182540894,0.3170132339000702,0.3175487816333771,0.32248350977897644
B002-00053,0.4854901432991028,0.4938030242919922,0.48149585723876953,0.4951682388782501,0.48948967456817627,0.48316454887390137,0.4764740467071533,0.47937193512916565,0.4871314465999603,0.4935198724269867,0.48046138882637024,0.48106780648231506,0.48087775707244873,0.48164594173431396,0.48429539799690247,0.4840713441371918,0.48238199949264526,0.4952508509159088,0.4804448187351227,0.4781303107738495,0.47427886724472046
B002-00054,1.1418558359146118,1.1532065868377686,1.1198008060455322,1.14651620388031,1.1455612182617188,1.1339187622070312,1.1234509944915771,1.139314889907837,1.1439533233642578,1.151990532875061,1.137427568435669,1.1347682476043701,1.1370769739151,1.1395418643951416,1.1549198627471924,1.152451515197754,1.1390917301177979,1.1595642566680908,1.1383100748062134,1.1453362703323364,1.1370314359664917
B002-00055,35.37255859375,35.68472671508789,35.10511016845703,35.62904739379883,35.50835418701172,35.291099548339844,35.032684326171875,35.32166290283203,35.50664138793945,35.742698669433594,35.33209991455078,35.303253173828125,35.31010818481445,35.33250427246094,35.617774963378906,35.60913848876953,35.40461730957031,35.84522247314453,35.350502014160156,35.40192413330078,35.20941925048828
B002-00056,0.039614126086235046,0.03996238857507706,0.038668859750032425,0.03860721364617348,0.03925379365682602,0.038891058415174484,0.03917080909013748,0.04020430147647858,0.04004182294011116,0.038920409977436066,0.04011799395084381,0.039475370198488235,0.03948181867599487,0.040048837661743164,0.040413327515125275,0.04122498258948326,0.04029010608792305,0.039610013365745544,0.03977606073021889,0.040301114320755005,0.04049370437860489
B002-00059,7.326480865478516,7.107223033905029,7.027830600738525,7.050639629364014,7.070737361907959,7.153449058532715,7.1365275382995605,6.95976448059082,6.839931011199951,6.740944862365723,6.88643741607666,6.920231819152832,7.037181377410889,6.970365047454834,6.793248176574707,6.740032196044922,6.601890563964844,6.693302631378174,6.716165065765381,6.871071815490723,6.88991641998291
B002-00060,0.0011582387378439307,0.0,0.0,0.0019383671460673213,0.002014236059039831,0.0014210381777957082,0.0,0.0,0.0,0.0018547691870480776,0.0,0.0005623713368549943,0.0007865630905143917,0.0,0.0014193587703630328,0.0,0.0,0.0019395948620513082,0.002480775350704789,0.00103120063431561,0.0
B002-00061,0.005107485689222813,0.005253956187516451,0.004850901197642088,0.00523265590891242,0.005700814537703991,0.0055988929234445095,0.005308020394295454,0.005220831837505102,0.0053317914716899395,0.005560412537306547,0.004924554843455553,0.005594737362116575,0.00560018140822649,0.005879238713532686,0.006048106122761965,0.005033319350332022,0.005575506016612053,0.006346770562231541,0.006531654857099056,0.006303176749497652,0.006185344886034727
B002-00062,0.4644617736339569,0.46137818694114685,0.45284706354141235,0.4595147371292114,0.4578838050365448,0.45821326971054077,0.4542403519153595,0.4494156241416931,0.44891318678855896,0.4485686719417572,0.4473211169242859,0.4486165940761566,0.45245057344436646,0.45162245631217957,0.44568994641304016,0.4443310797214508,0.43873459100723267,0.4474542438983917,0.44184738397598267,0.4462068974971771,0.44484248757362366
B002-00063,0.04969165846705437,0.055697616189718246,0.05739200860261917,0.04978853464126587,0.05218815058469772,0.052325427532196045,0.05587036907672882,0.0603548064827919,0.06077747792005539,0.05202363058924675,0.06151511147618294,0.05635039880871773,0.054917220026254654,0.06011572480201721,0.057488132268190384,0.06464233994483948,0.06396754831075668,0.05979525297880173,0.05906585603952408,0.06038033589720726,0.06406272202730179
B002-00064,0.6873421669006348,0.7033932209014893,0.6870203018188477,0.689190685749054,0.6892015933990479,0.6825814843177795,0.6840388178825378,0.7026858329772949,0.7059246301651001,0.6950552463531494,0.7071168422698975,0.6924682259559631,0.690772533416748,0.6991962194442749,0.7063705921173096,0.7289062142372131,0.7118583917617798,0.7055809497833252,0.7015209197998047,0.7030828595161438,0.6994953155517578
B002-00065,0.0878586545586586,0.09092100709676743,0.0897015705704689,0.08575986325740814,0.08750019967556,0.08713784068822861,0.08998097479343414,0.09294911473989487,0.09302961826324463,0.08731243014335632,0.09464875608682632,0.09034647047519684,0.08999322354793549,0.09258036315441132,0.09128564596176147,0.09772887080907822,0.09482814371585846,0.09018543362617493,0.09083901345729828,0.09226202219724655,0.09430143237113953
B002-00066,0.37035179138183594,0.37799668312072754,0.3703758716583252,0.37779825925827026,0.37397170066833496,0.370883971452713,0.36609259247779846,0.369116872549057,0.37411922216415405,0.3783416152000427,0.370230495929718,0.36960142850875854,0.3691238760948181,0.3706839382648468,0.37159112095832825,0.37330251932144165,0.37201008200645447,0.37924015522003174,0.3699246048927307,0.3682175576686859,0.365398645401001
B002-00067,2.4784693717956543,2.413581609725952,2.388756513595581,2.3941867351531982,2.4054572582244873,2.430140256881714,2.424128532409668,2.3722476959228516,2.3347582817077637,2.3041021823883057,2.3487613201141357,2.355560541152954,2.3935484886169434,2.379500389099121,2.319105863571167,2.306385040283203,2.265411853790283,2.290351390838623,2.2979042530059814,2.346893787384033,2.3520288467407227
B002-00068,0.6964447498321533,0.6962849497795105,0.6829710006713867,0.693444013595581,0.689873456954956,0.6897830963134766,0.6825403571128845,0.6781100630760193,0.6791481971740723,0.6801135540008545,0.6759064793586731,0.6765537261962891,0.6811618804931641,0.6815749406814575,0.6732729077339172,0.6733229160308838,0.6656104922294617,0.6786453127861023,0.6683154702186584,0.6730473637580872,0.6702054142951965
B002-00069,0.06891169399023056,0.07086103409528732,0.06937424093484879,0.07097191363573074,0.06964223086833954,0.06905722618103027,0.06795419007539749,0.06854001432657242,0.06982263177633286,0.0707487091422081,0.06890612840652466,0.06874413043260574,0.06853280961513519,0.06870326399803162,0.0689227283000946,0.06954749673604965,0.06918850541114807,0.07078756392002106,0.06863662600517273,0.0679977610707283,0.06730403006076813
B002-00070,0.37867435812950134,0.37454497814178467,0.3688569664955139,0.37240347266197205,0.37185779213905334,0.373324990272522,0.3705635070800781,0.36570703983306885,0.36341482400894165,0.36158549785614014,0.3635253310203552,0.3638034164905548,0.3678775131702423,0.36713099479675293,0.3596813380718231,0.35951855778694153,0.35421767830848694,0.3600223958492279,0.3570097088813782,0.36167749762535095,0.361258864402771
B002-00071,1.9202005863189697,1.9052767753601074,1.887833595275879,1.898756742477417,1.8943569660186768,1.9014298915863037,1.8917691707611084,1.874040126800537,1.8663899898529053,1.8589684963226318,1.8667526245117188,1.8678572177886963,1.8818135261535645,1.8774058818817139,1.8523674011230469,1.8522348403930664,1.8328566551208496,1.8525946140289307,1.8426389694213867,1.858138084411621,1.8559846878051758
B002-00072,0.01933557540178299,0.0,0.0,0.027296729385852814,0.03010910004377365,0.02377972938120365,0.0,0.0,0.0,0.028924502432346344,0.0,0.013393626548349857,0.014216701500117779,0.00469119381159544,0.024712415412068367,0.0,0.0,0.030867349356412888,0.03766512870788574,0.020260242745280266,0.001467886846512556
B002-00073,4.449518203735352,4.563337326049805,4.587621688842773,4.405215263366699,4.438358306884766,4.4571380615234375,4.569547653198242,4.65805196762085,4.66917085647583,4.455541610717773,4.731536388397217,4.57926082611084,4.54921817779541,4.6429548263549805,4.559597969055176,4.8163228034973145,4.734410285949707,4.566647529602051,4.569091796875,4.617774486541748,4.697449684143066
B002-00074,0.05171238258481026,0.0516887828707695,0.04963783174753189,0.05009697377681732,0.05077565088868141,0.050994373857975006,0.05100896954536438,0.05227971076965332,0.051535818725824356,0.05019352212548256,0.05177100747823715,0.05096089839935303,0.05156206339597702,0.05251068249344826,0.05231582373380661,0.053160179406404495,0.05142442509531975,0.05122723802924156,0.05155814066529274,0.052536625415086746,0.05269420146942139
B002-00075,0.6749529838562012,0.7012044191360474,0.7002578973770142,0.6718558073043823,0.6760522127151489,0.6747546195983887,0.694223165512085,0.7157267928123474,0.7190990447998047,0.682722270488739,0.7304169535636902,0.6984864473342896,0.6935646533966064,0.7123908996582031,0.701025128364563,0.753157913684845,0.73212069272995,0.7026131749153137,0.7036541700363159,0.7104167938232422,0.7197065353393555
B002-00076,0.0005456124781630933,0.0,0.0,0.0009407837060280144,0.00104230095166713,0.000727799313608557,0.0,0.0,0.0,0.001002958044409752,0.0,0.00019685548613779247,0.00023434346076101065,0.0,0.0007457481697201729,0.0,0.0,0.0010310144862160087,0.0013631697511300445,0.0004868298419751227,0.0
B002-00079,1.354773998260498,1.3713254928588867,1.3495333194732666,1.3685457706451416,1.3579117059707642,1.3558642864227295,1.3415303230285645,1.3479063510894775,1.3582477569580078,1.3677890300750732,1.348382592201233,1.3479530811309814,1.347149133682251,1.3524278402328491,1.3532509803771973,1.3551476001739502,1.3498257398605347,1.3680977821350098,1.3477280139923096,1.345048189163208,1.3378748893737793
B002-00080,2.7612576484680176,2.2561774253845215,1.5731291770935059,2.983691692352295,3.28072452545166,3.0475311279296875,2.0756115913391113,1.807706356048584,1.9071784019470215,3.1780920028686523,0.993087649345398,2.7168288230895996,2.6924781799316406,2.527846336364746,3.2577710151672363,1.0634335279464722,1.8885759115219116,3.4954586029052734,3.758484363555908,3.1642656326293945,2.587449550628662
B002-00081,0.021484704688191414,0.02212192863225937,0.02207387052476406,0.02065117098391056,0.021134229376912117,0.021414322778582573,0.022391609847545624,0.023254383355379105,0.023125609382987022,0.02097204141318798,0.023694127798080444,0.022305503487586975,0.022208871319890022,0.023346252739429474,0.02223283424973488,0.024550385773181915,0.023599958047270775,0.022091249004006386,0.022188689559698105,0.022938109934329987,0.023857710883021355
B002-00083,2.084045171737671,2.076634168624878,2.0590875148773193,2.0708069801330566,2.0616424083709717,2.0692687034606934,2.0568885803222656,2.044025421142578,2.0392115116119385,2.0344855785369873,2.0380396842956543,2.037275791168213,2.048809289932251,2.0457534790039062,2.022216320037842,2.025564670562744,2.007535219192505,2.0272140502929688,2.0136969089508057,2.0249972343444824,2.0220489501953125
B002-00084,1.2110626697540283,1.237487554550171,1.2168198823928833,1.2164674997329712,1.209167242050171,1.2113220691680908,1.2111529111862183,1.2408028841018677,1.2407041788101196,1.2241398096084595,1.245606780052185,1.2222295999526978,1.2227922677993774,1.2357351779937744,1.237532615661621,1.2719817161560059,1.2460801601409912,1.2418688535690308,1.2363712787628174,1.2379095554351807,1.2353004217147827
B002-00085,0.15880398452281952,0.16090121865272522,0.1445675492286682,0.1621374934911728,0.18205440044403076,0.17419669032096863,0.1529427021741867,0.15519607067108154,0.15406553447246552,0.175861194729805,0.1387757807970047,0.16946570575237274,0.16720277070999146,0.17325115203857422,0.1925077885389328,0.14116044342517853,0.16402846574783325,0.2011474370956421,0.20743942260742188,0.1944466233253479,0.1868598461151123
B002-00087,0.7133679389953613,0.7405765652656555,0.7264207005500793,0.7347730994224548,0.71638423204422,0.7181955575942993,0.7094149589538574,0.7348086833953857,0.7430732250213623,0.7401301860809326,0.7415276765823364,0.7270018458366394,0.7239250540733337,0.7293568849563599,0.7397478222846985,0.7620787620544434,0.7447831630706787,0.7524464130401611,0.7377552390098572,0.7310709357261658,0.7245972752571106
B002-00088,0.32340818643569946,0.33830469846725464,0.340578556060791,0.3195663094520569,0.3217995762825012,0.3252621293067932,0.3378496766090393,0.350206196308136,0.3505029082298279,0.3260563015937805,0.3581458330154419,0.3392530679702759,0.33620184659957886,0.3474740982055664,0.3378344178199768,0.3690073490142822,0.3580700755119324,0.33967792987823486,0.3393452763557434,0.34509557485580444,0.3533424735069275
B002-00089,0.21333205699920654,0.22109010815620422,0.214090034365654,0.22014641761779785,0.21508245170116425,0.2151423543691635,0.20999515056610107,0.2147875726222992,0.21843256056308746,0.22274963557720184,0.21583442389965057,0.2146957665681839,0.2134624421596527,0.21472585201263428,0.21765398979187012,0.2190636694431305,0.21727168560028076,0.22317738831043243,0.2160581350326538,0.21388760209083557,0.21139729022979736
B002-00090,0.0003932980471290648,0.0,0.0,0.0006880651344545186,0.0007685685995966196,0.0005308595718815923,0.0,0.0,0.0,0.0007496962207369506,0.0,0.00011840190563816577,0.00012328971934039146,0.0,0.0005637495778501034,0.0,0.0,0.0007637024973519146,0.001024177996441722,0.00034537885221652687,0.0
