ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
260,0,1,1,1,2,2,1,2,2,2,2,2,2,3,3,3,2,3,3,3,3
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,3,3
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,4,4,3,3
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,4,5,4,5
330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,31,31,28,28,29,28,27,28,26,26,27,27,27,28,26,27,25,26,27,25,24
390,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
420,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
430,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
440,2,3,2,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2
450,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,48,45,45,41,42,41,41,41,40,39,40,39,37,37,37,38,36,36,35,33,36
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
520,12,13,12,11,13,12,13,12,12,12,13,12,13,13,12,13,12,12,13,12,12
530,2,3,2,3,3,5,4,4,4,3,4,4,6,6,6,6,4,5,6,5,5
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,5,5,4
570,3,3,2,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
580,25,30,22,27,29,29,28,27,24,25,27,28,33,32,30,32,26,29,33,33,25
590,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,43,42,38,37,40,39,39,37,37,36,39,38,39,38,38,37,34,36,37,34,35
770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
800,22,20,20,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,17,16,17
810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
820,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
840,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1
850,9,10,11,10,13,12,12,12,13,10,12,12,14,16,16,14,14,14,17,14,14
860,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
870,4,5,4,4,6,5,5,4,5,5,6,6,6,6,6,6,5,5,6,6,5
880,3,4,4,4,5,5,5,5,5,5,5,5,6,7,7,6,6,6,8,6,7
890,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
900,38,36,35,33,34,34,33,34,33,31,32,31,32,31,31,30,29,29,29,29,29
910,2,2,2,2,3,2,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3
920,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
930,17,16,16,15,15,15,15,15,15,14,14,14,14,15,14,14,13,14,14,13,13
940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
950,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,2,3,2,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,5,5,5
1000,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1010,19,39,25,53,49,52,41,58,47,54,49,67,67,65,67,65,55,62,78,79,69
1020,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,2,2,2,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,4,4,4
1050,8,9,9,9,8,9,9,8,8,8,9,9,9,10,9,9,9,9,9,9,7
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,5,10,7,13,12,13,10,14,12,13,12,16,16,15,16,15,13,15,18,18,16
1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1130,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5
1140,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1170,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4
1180,54,59,58,59,54,55,59,57,50,53,56,57,59,61,56,58,54,59,56,61,50
1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1230,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,7,7,6,7,7,6,6,6,6,6,6,6,7,7,7,6,6,6,7,6,6
1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,16,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,11,12
1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,4,4,4,4,4
1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,16,18,19,19,23,21,20,21,23,16,21,22,25,28,27,25,25,25,29,26,24
1370,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1390,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1400,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2
1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,4,13,5,16,15,15,12,17,16,16,13,19,21,19,24,21,17,22,23,24,19
1430,32,31,26,32,32,31,28,30,30,27,31,29,34,32,32,31,28,30,33,30,28
1440,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1490,78,72,70,68,67,66,67,66,66,64,65,62,61,60,60,60,61,59,58,55,59
1500,9,8,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1510,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1520,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,2,3,2,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,3
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1670,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
1680,21,21,17,22,22,20,20,20,20,20,22,21,24,21,22,23,19,21,23,20,20
1690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1700,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1
1710,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,4
1720,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2
1730,3,4,3,4,4,4,3,4,4,3,4,4,5,4,5,4,4,4,5,5,4
1740,13,13,11,12,12,12,12,11,12,11,12,11,12,12,12,11,11,11,12,11,10
1750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1760,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2
1770,3,3,2,3,3,3,2,2,3,2,2,2,3,3,3,3,2,2,3,3,2
1780,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
1790,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
1800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1830,32,32,28,33,36,35,30,32,36,30,33,32,39,40,38,37,35,37,40,40,33
1840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1850,5,5,4,5,5,5,4,4,5,4,5,4,5,5,5,4,4,5,5,5,4
1860,2,2,2,3,3,3,2,3,3,3,3,3,3,3,4,4,3,4,4,4,4
1870,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1880,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,2,3,3,3,2
1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1
1930,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
1940,75,71,69,67,67,65,65,65,65,61,63,61,63,63,62,61,58,59,59,59,57
1950,3,5,3,6,6,6,4,7,7,7,6,7,8,7,9,8,7,8,9,9,8
1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1970,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,14,13,12,13,13,12,12,12,12,12,12,11,12,12,12,12,11,11,12,12,11
2010,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,4,4,3
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,2,2,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2
2040,2,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3
2050,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2060,36,52,55,69,76,70,53,88,91,72,70,82,99,95,102,101,86,112,114,126,109
2070,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1
2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2110,30,28,27,27,26,26,26,26,26,24,25,24,25,26,25,24,23,24,24,24,23
2120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2150,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2
2160,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2170,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0
2180,4,4,4,5,5,5,4,5,5,4,5,5,5,6,6,6,5,5,6,6,5
2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2210,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2250,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2310,7,7,7,7,7,7,6,8,9,7,7,7,8,8,8,8,7,8,9,9,9
2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2
2340,9,9,8,10,10,10,9,10,11,9,9,10,11,12,12,11,10,11,12,12,10
2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2
2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3
2410,47,46,41,43,43,42,41,41,42,39,39,39,42,42,41,39,37,39,40,39,36
2420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2470,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,9,10,8,10,10,10,10,9,10,10,9,9,10,10,10,11,10,10,10,9,9
2530,3,6,5,6,7,6,5,7,7,7,7,7,8,8,9,8,7,8,8,8,8
2540,3,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2550,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2560,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,48,47,42,43,42,42,43,40,42,41,40,39,39,39,39,39,39,37,37,36,37
2590,0,1,1,2,2,2,1,2,2,2,2,2,3,3,3,3,2,3,3,3,3
2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,11,12,12,13,13,12,11,13,15,12,13,13,15,15,15,15,13,15,15,16,15
2630,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2
2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,14,15,14,14,15,14,13,14,14,13,13,13,14,14,14,13,13,13,13,13,13
2670,26,26,25,25,25,24,23,24,23,23,23,23,23,23,23,22,22,22,21,21,22
2680,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2690,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
2750,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2780,111,105,103,99,100,97,97,97,96,92,92,91,91,91,89,88,87,87,86,86,85
2790,42,41,40,40,40,39,37,40,40,36,37,37,39,40,39,38,35,38,38,39,36
2800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2820,26,25,25,25,24,24,23,23,24,22,22,22,23,23,22,22,21,22,22,22,21
2830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2840,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2850,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,4,4,4,5,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5
2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2
2900,8,8,8,8,8,8,7,8,8,7,8,8,8,8,8,7,7,7,7,7,7
2910,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1
2920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2980,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2990,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
3000,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
3010,16,15,15,14,15,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12
3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,1,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,3,3,2
3040,5,6,6,6,6,5,5,6,6,5,6,6,6,6,6,6,5,6,6,6,6
3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
